index (hr),datetime,GHI,Temperature,Relative_Humidity
358.5,2015-04-15 22:30:00,0,19.23735962,95.38778687
359,2015-04-15 23:00:00,0,18.9757019,98.61342621
359.5,2015-04-15 23:30:00,0,18.70305786,100
360,2015-04-16 00:00:00,0,18.43044434,100
360.5,2015-04-16 00:30:00,0,18.2579895,100
361,2015-04-16 01:00:00,0,18.08556519,100
361.5,2015-04-16 01:30:00,0,18.20470581,100
362,2015-04-16 02:00:00,0,18.32387695,100
362.5,2015-04-16 02:30:00,0,18.38955078,100
363,2015-04-16 03:00:00,0,18.45525513,100
363.5,2015-04-16 03:30:00,0,18.35488281,100
364,2015-04-16 04:00:00,0,18.25454102,100
364.5,2015-04-16 04:30:00,0,18.1151062,100
365,2015-04-16 05:00:00,0,17.97564087,100
365.5,2015-04-16 05:30:00,0,17.98217163,100
366,2015-04-16 06:00:00,0,17.98867188,100
366.5,2015-04-16 06:30:00,35,18.35241089,99.20331573
367,2015-04-16 07:00:00,99,18.71611938,97.88037109
367.5,2015-04-16 07:30:00,250,19.53432617,95.54584503
368,2015-04-16 08:00:00,361,20.35256348,93.23510742
368.5,2015-04-16 08:30:00,320,21.57372437,87.94608307
369,2015-04-16 09:00:00,573,22.79488525,82.9941864
369.5,2015-04-16 09:30:00,668,23.67598877,79.354599
370,2015-04-16 10:00:00,753,24.55706177,75.89679718
370.5,2015-04-16 10:30:00,825,24.61379395,75.86548615
371,2015-04-16 11:00:00,882,24.67052612,75.83350372
371.5,2015-04-16 11:30:00,627,24.58724365,76.87760925
372,2015-04-16 12:00:00,738,24.50396118,77.93014526
372.5,2015-04-16 12:30:00,562,24.40819702,79.03410339
373,2015-04-16 13:00:00,475,24.31246338,80.1477356
373.5,2015-04-16 13:30:00,170,24.08574829,81.70658112
374,2015-04-16 14:00:00,199,23.8590332,83.29465485
374.5,2015-04-16 14:30:00,29,23.60772095,84.98887634
375,2015-04-16 15:00:00,403,23.35640869,86.71794891
375.5,2015-04-16 15:30:00,453,23.05187378,89.35643768
376,2015-04-16 16:00:00,60,22.74736938,92.06713104
376.5,2015-04-16 16:30:00,381,22.37194214,94.56697845
377,2015-04-16 17:00:00,260,21.99654541,97.13942719
377.5,2015-04-16 17:30:00,4,21.62612305,98.61785126
378,2015-04-16 18:00:00,28,21.25570068,100
378.5,2015-04-16 18:30:00,48,21.00542603,100
379,2015-04-16 19:00:00,0,20.75515137,100
379.5,2015-04-16 19:30:00,0,20.62813721,100
380,2015-04-16 20:00:00,0,20.50112305,100
380.5,2015-04-16 20:30:00,0,20.38985596,100
381,2015-04-16 21:00:00,0,20.27858887,100
381.5,2015-04-16 21:30:00,0,20.1864563,100
382,2015-04-16 22:00:00,0,20.09429321,100
382.5,2015-04-16 22:30:00,0,19.99376831,100
383,2015-04-16 23:00:00,0,19.89324341,100
383.5,2015-04-16 23:30:00,0,19.79543457,100
384,2015-04-17 00:00:00,0,19.69765625,100
384.5,2015-04-17 00:30:00,0,19.55797729,100
385,2015-04-17 01:00:00,0,19.41832886,100
385.5,2015-04-17 01:30:00,0,19.19841919,100
386,2015-04-17 02:00:00,0,18.97850952,100
386.5,2015-04-17 02:30:00,0,18.6692749,99.75791168
387,2015-04-17 03:00:00,0,18.3600708,99.29368591
387.5,2015-04-17 03:30:00,0,18.04647217,99.55348969
388,2015-04-17 04:00:00,0,17.73290405,99.79035187
388.5,2015-04-17 04:30:00,0,17.52739868,99.974823
389,2015-04-17 05:00:00,0,17.32189331,100
389.5,2015-04-17 05:30:00,0,17.23244629,100
390,2015-04-17 06:00:00,0,17.14299927,100
390.5,2015-04-17 06:30:00,55,17.45809326,98.91731262
391,2015-04-17 07:00:00,148,17.77318726,97.67741394
391.5,2015-04-17 07:30:00,256,18.63292847,96.20200348
392,2015-04-17 08:00:00,136,19.49266968,94.65176392
392.5,2015-04-17 08:30:00,176,20.49187622,92.34429932
393,2015-04-17 09:00:00,203,21.49111328,90.02075958
393.5,2015-04-17 09:30:00,204,22.26601563,87.56204987
394,2015-04-17 10:00:00,472,23.04091797,85.16351318
394.5,2015-04-17 10:30:00,431,23.33788452,83.36883545
395,2015-04-17 11:00:00,592,23.63485107,81.61451721
395.5,2015-04-17 11:30:00,449,23.86556396,80.92280579
396,2015-04-17 12:00:00,393,24.09627686,80.23628235
396.5,2015-04-17 12:30:00,369,24.25658569,79.91230774
397,2015-04-17 13:00:00,447,24.41692505,79.58789825
397.5,2015-04-17 13:30:00,496,24.27477417,80.29223633
398,2015-04-17 14:00:00,318,24.13259277,81.00370026
398.5,2015-04-17 14:30:00,210,23.80574951,82.42134857
399,2015-04-17 15:00:00,125,23.47887573,83.8677063
399.5,2015-04-17 15:30:00,96,23.0586792,85.56906128
400,2015-04-17 16:00:00,73,22.63848267,87.30966187
400.5,2015-04-17 16:30:00,56,22.11928711,89.58594513
401,2015-04-17 17:00:00,51,21.60006104,91.93024445
401.5,2015-04-17 17:30:00,36,21.08309326,93.63000488
402,2015-04-17 18:00:00,36,20.56612549,95.35644531
402.5,2015-04-17 18:30:00,12,20.21138916,96.46614838
403,2015-04-17 19:00:00,0,19.85665283,97.58422089
403.5,2015-04-17 19:30:00,0,19.66350708,98.37745667
404,2015-04-17 20:00:00,0,19.47039185,99.17730713
404.5,2015-04-17 20:30:00,0,19.30751953,99.77162933
405,2015-04-17 21:00:00,0,19.14467773,100
405.5,2015-04-17 21:30:00,0,18.98156128,100
406,2015-04-17 22:00:00,0,18.81841431,100
406.5,2015-04-17 22:30:00,0,18.72426758,100
407,2015-04-17 23:00:00,0,18.63012085,100
407.5,2015-04-17 23:30:00,0,18.58257446,100
408,2015-04-18 00:00:00,0,18.53499756,100
408.5,2015-04-18 00:30:00,0,18.45147095,100
409,2015-04-18 01:00:00,0,18.36794434,100
409.5,2015-04-18 01:30:00,0,18.28539429,100
410,2015-04-18 02:00:00,0,18.20284424,100
410.5,2015-04-18 02:30:00,0,18.13292847,100
411,2015-04-18 03:00:00,0,18.06298218,100
411.5,2015-04-18 03:30:00,0,17.97542725,100
412,2015-04-18 04:00:00,0,17.88787231,100
412.5,2015-04-18 04:30:00,0,17.78859863,100
413,2015-04-18 05:00:00,0,17.68929443,100
413.5,2015-04-18 05:30:00,0,17.65093384,100
414,2015-04-18 06:00:00,0,17.61260376,100
414.5,2015-04-18 06:30:00,57,17.89379272,100
415,2015-04-18 07:00:00,12,18.17501221,99.81246948
415.5,2015-04-18 07:30:00,18,18.89971313,96.97253418
416,2015-04-18 08:00:00,141,19.62441406,94.21389771
416.5,2015-04-18 08:30:00,104,20.91365967,88.7637558
417,2015-04-18 09:00:00,356,22.20287476,83.6639328
417.5,2015-04-18 09:30:00,392,22.87365112,79.01528931
418,2015-04-18 10:00:00,441,23.54442749,74.62057495
418.5,2015-04-18 10:30:00,551,23.90984497,72.04030609
419,2015-04-18 11:00:00,615,24.27523193,69.54235077
419.5,2015-04-18 11:30:00,611,24.34859619,68.74871063
420,2015-04-18 12:00:00,724,24.42196045,67.96140289
420.5,2015-04-18 12:30:00,779,24.23986206,68.3535614
421,2015-04-18 13:00:00,614,24.05773315,68.74759674
421.5,2015-04-18 13:30:00,779,23.74041138,70.13973236
422,2015-04-18 14:00:00,583,23.42312012,71.56314087
422.5,2015-04-18 14:30:00,830,23.13082275,73.29246521
423,2015-04-18 15:00:00,640,22.83849487,75.06341553
423.5,2015-04-18 15:30:00,673,22.54015503,77.38160706
424,2015-04-18 16:00:00,577,22.24181519,79.76273346
424.5,2015-04-18 16:30:00,473,21.9248291,82.82232666
425,2015-04-18 17:00:00,314,21.6078125,85.97521973
425.5,2015-04-18 17:30:00,167,21.11141357,88.56757355
426,2015-04-18 18:00:00,133,20.61504517,91.24846649
426.5,2015-04-18 18:30:00,48,20.26748047,92.65323639
427,2015-04-18 19:00:00,0,19.91994629,94.08128357
427.5,2015-04-18 19:30:00,0,19.70198975,94.93792725
428,2015-04-18 20:00:00,0,19.48406372,95.80238342
428.5,2015-04-18 20:30:00,0,19.19869385,97.08666229
429,2015-04-18 21:00:00,0,18.91329346,98.39009857
429.5,2015-04-18 21:30:00,0,18.59459839,99.67107391
430,2015-04-18 22:00:00,0,18.2758728,100
430.5,2015-04-18 22:30:00,0,17.92806396,100
431,2015-04-18 23:00:00,0,17.58028564,100
431.5,2015-04-18 23:30:00,0,17.36095581,100
432,2015-04-19 00:00:00,0,17.14162598,100
432.5,2015-04-19 00:30:00,0,17.08114014,100
433,2015-04-19 01:00:00,0,17.02062378,99.7600708
433.5,2015-04-19 01:30:00,0,16.70696411,100
434,2015-04-19 02:00:00,0,16.39327393,100
434.5,2015-04-19 02:30:00,0,16.29793701,100
435,2015-04-19 03:00:00,0,16.2026001,100
435.5,2015-04-19 03:30:00,0,16.23848877,100
436,2015-04-19 04:00:00,0,16.27437744,99.89883423
436.5,2015-04-19 04:30:00,0,16.35057983,100
437,2015-04-19 05:00:00,0,16.42681274,100
437.5,2015-04-19 05:30:00,0,16.63479004,100
438,2015-04-19 06:00:00,0,16.84279785,99.90084076
438.5,2015-04-19 06:30:00,63,17.4475647,98.55063629
439,2015-04-19 07:00:00,49,18.05233154,97.18108368
439.5,2015-04-19 07:30:00,272,19.43422852,92.943573
440,2015-04-19 08:00:00,386,20.81612549,88.83052826
440.5,2015-04-19 08:30:00,498,22.14968262,84.04341125
441,2015-04-19 09:00:00,604,23.48327026,79.52894592
441.5,2015-04-19 09:30:00,701,24.74147949,74.45494843
442,2015-04-19 10:00:00,786,25.99968872,69.74884796
442.5,2015-04-19 10:30:00,858,26.83220825,64.91782379
443,2015-04-19 11:00:00,916,27.66472778,60.40891266
443.5,2015-04-19 11:30:00,959,28.22036133,55.23760986
444,2015-04-19 12:00:00,984,28.77596436,50.34729385
444.5,2015-04-19 12:30:00,995,29.07225952,44.92318344
445,2015-04-19 13:00:00,987,29.36852417,39.68295288
445.5,2015-04-19 13:30:00,963,29.22628174,37.00438309
446,2015-04-19 14:00:00,921,29.08400879,34.28529739
446.5,2015-04-19 14:30:00,863,28.65148315,33.85324478
447,2015-04-19 15:00:00,789,28.218927,33.38155746
447.5,2015-04-19 15:30:00,701,27.5703064,35.6398735
448,2015-04-19 16:00:00,603,26.92165527,38.03022385
448.5,2015-04-19 16:30:00,495,26.00774536,41.4643631
449,2015-04-19 17:00:00,382,25.09380493,45.18022156
449.5,2015-04-19 17:30:00,267,23.8102356,46.02140045
450,2015-04-19 18:00:00,156,22.52666626,46.74654388
450.5,2015-04-19 18:30:00,58,21.55425415,46.9875679
451,2015-04-19 19:00:00,0,20.58181152,47.10642242
451.5,2015-04-19 19:30:00,0,20.0694519,47.94091034
452,2015-04-19 20:00:00,0,19.5571228,48.78560638
452.5,2015-04-19 20:30:00,0,19.06762085,49.9848938
453,2015-04-19 21:00:00,0,18.5781189,51.21727753
453.5,2015-04-19 21:30:00,0,18.11455688,52.50793839
454,2015-04-19 22:00:00,0,17.65096436,53.83576202
454.5,2015-04-19 22:30:00,0,17.19588623,55.28987503
455,2015-04-19 23:00:00,0,16.74077759,56.78886795
455.5,2015-04-19 23:30:00,0,16.22814331,58.14429474
456,2015-04-20 00:00:00,0,15.71550903,59.53485489
456.5,2015-04-20 00:30:00,0,15.06350098,60.98974991
457,2015-04-20 01:00:00,0,14.41152344,62.47402954
457.5,2015-04-20 01:30:00,0,13.69371948,63.94564438
458,2015-04-20 02:00:00,0,12.97591553,65.43367767
458.5,2015-04-20 02:30:00,0,12.30651245,67.02069092
459,2015-04-20 03:00:00,0,11.63707886,68.63531494
459.5,2015-04-20 03:30:00,0,11.09038696,70.04955292
460,2015-04-20 04:00:00,0,10.54369507,71.48608398
460.5,2015-04-20 04:30:00,0,10.12020264,72.44747925
461,2015-04-20 05:00:00,0,9.696740723,73.41203308
461.5,2015-04-20 05:30:00,0,9.876367188,72.20438385
462,2015-04-20 06:00:00,0,10.05599365,71.01610565
462.5,2015-04-20 06:30:00,69,11.38353882,65.06798553
463,2015-04-20 07:00:00,170,12.71105347,59.67373276
463.5,2015-04-20 07:30:00,283,14.42714844,52.6557045
464,2015-04-20 08:00:00,397,16.14321289,46.52350616
464.5,2015-04-20 08:30:00,510,17.46053467,42.0708313
465,2015-04-20 09:00:00,616,18.77785645,38.06494522
465.5,2015-04-20 09:30:00,713,19.70580444,36.33457184
466,2015-04-20 10:00:00,728,20.63372192,34.69295502
466.5,2015-04-20 10:30:00,783,21.37233887,34.02315903
467,2015-04-20 11:00:00,799,22.11092529,33.35292816
467.5,2015-04-20 11:30:00,971,22.63912354,33.32724762
468,2015-04-20 12:00:00,995,23.16735229,33.2738266
468.5,2015-04-20 12:30:00,905,23.47631226,33.59710693
469,2015-04-20 13:00:00,991,23.7852417,33.89859009
469.5,2015-04-20 13:30:00,889,23.84295044,34.4383049
470,2015-04-20 14:00:00,917,23.90065918,34.97354126
470.5,2015-04-20 14:30:00,699,23.50603638,35.52318192
471,2015-04-20 15:00:00,728,23.11138306,36.08192825
471.5,2015-04-20 15:30:00,616,22.5519043,36.90615463
472,2015-04-20 16:00:00,469,21.99239502,37.75018311
472.5,2015-04-20 16:30:00,338,21.26403198,40.63675308
473,2015-04-20 17:00:00,226,20.53569946,43.71868896
473.5,2015-04-20 17:30:00,155,19.50536499,48.91466904
474,2015-04-20 18:00:00,81,18.47503052,54.63424301
474.5,2015-04-20 18:30:00,30,17.72789917,57.39444351
475,2015-04-20 19:00:00,0,16.98076782,60.31030273
475.5,2015-04-20 19:30:00,0,16.63561401,61.66027069
476,2015-04-20 20:00:00,0,16.29046021,63.04415512
476.5,2015-04-20 20:30:00,0,16.00942383,64.75271606
477,2015-04-20 21:00:00,0,15.72838745,66.50553894
477.5,2015-04-20 21:30:00,0,15.47188721,68.03234863
478,2015-04-20 22:00:00,0,15.21535645,69.59396362
478.5,2015-04-20 22:30:00,0,15.00466309,70.80771637
479,2015-04-20 23:00:00,0,14.79396973,72.0433197
479.5,2015-04-20 23:30:00,0,14.57903442,72.66743469
480,2015-04-21 00:00:00,0,14.36412964,73.29663086
480.5,2015-04-21 00:30:00,0,14.11376343,73.81229401
481,2015-04-21 01:00:00,0,13.86342773,74.32802582
481.5,2015-04-21 01:30:00,0,13.56612549,75.06879425
482,2015-04-21 02:00:00,0,13.26879272,75.81442261
482.5,2015-04-21 02:30:00,0,12.99837646,76.69161987
483,2015-04-21 03:00:00,0,12.72799072,77.57909393
483.5,2015-04-21 03:30:00,0,12.48082886,78.53955841
484,2015-04-21 04:00:00,0,12.23366699,79.51329803
484.5,2015-04-21 04:30:00,0,11.99486694,80.38256836
485,2015-04-21 05:00:00,0,11.75609741,81.26163483
485.5,2015-04-21 05:30:00,0,12.1866394,80.73454285
486,2015-04-21 06:00:00,0,12.6171814,80.18339539
486.5,2015-04-21 06:30:00,68,13.89168701,74.71914673
487,2015-04-21 07:00:00,166,15.16622314,69.67520905
487.5,2015-04-21 07:30:00,275,16.94643555,63.93004608
488,2015-04-21 08:00:00,387,18.72664795,58.70941162
488.5,2015-04-21 08:30:00,498,20.3093811,50.87734985
489,2015-04-21 09:00:00,602,21.89211426,44.04993439
489.5,2015-04-21 09:30:00,698,22.81508789,42.79201508
490,2015-04-21 10:00:00,783,23.73803101,41.55722427
490.5,2015-04-21 10:30:00,854,24.37774048,41.67818069
491,2015-04-21 11:00:00,910,25.01744995,41.73918152
491.5,2015-04-21 11:30:00,951,25.5206543,42.25203705
492,2015-04-21 12:00:00,564,26.02388916,42.70330811
492.5,2015-04-21 12:30:00,982,26.33068237,43.52046967
493,2015-04-21 13:00:00,971,26.6375061,44.29603195
493.5,2015-04-21 13:30:00,944,26.56646118,45.46274185
494,2015-04-21 14:00:00,899,26.49541626,46.63787079
494.5,2015-04-21 14:30:00,839,26.0708252,48.02035141
495,2015-04-21 15:00:00,765,25.64623413,49.44669724
495.5,2015-04-21 15:30:00,678,25.28286133,50.90907288
496,2015-04-21 16:00:00,582,24.91948853,52.41482162
496.5,2015-04-21 16:30:00,478,24.39748535,54.88572693
497,2015-04-21 17:00:00,369,23.87548218,57.46773911
497.5,2015-04-21 17:30:00,258,22.94191895,62.16733932
498,2015-04-21 18:00:00,122,22.00835571,67.24573517
498.5,2015-04-21 18:30:00,58,21.25765381,70.751091
499,2015-04-21 19:00:00,0,20.50698242,74.45703125
499.5,2015-04-21 19:30:00,0,20.07174072,77.09101105
500,2015-04-21 20:00:00,0,19.63652954,79.8207016
500.5,2015-04-21 20:30:00,0,19.25542603,82.527565
501,2015-04-21 21:00:00,0,18.87435303,85.3245163
501.5,2015-04-21 21:30:00,0,18.54647217,88.07386017
502,2015-04-21 22:00:00,0,18.21862183,90.904953
502.5,2015-04-21 22:30:00,0,17.94991455,93.4295578
503,2015-04-21 23:00:00,0,17.68120728,96.01747131
503.5,2015-04-21 23:30:00,0,17.40044556,98.47655487
504,2015-04-22 00:00:00,0,17.11968384,100
504.5,2015-04-22 00:30:00,0,16.85653076,100
505,2015-04-22 01:00:00,0,16.5934082,100
505.5,2015-04-22 01:30:00,0,16.41164551,100
506,2015-04-22 02:00:00,0,16.22991333,100
506.5,2015-04-22 02:30:00,0,16.39690552,100
507,2015-04-22 03:00:00,0,16.56392822,100
507.5,2015-04-22 03:30:00,0,16.71096191,98.87313843
508,2015-04-22 04:00:00,0,16.85799561,96.84028625
508.5,2015-04-22 04:30:00,0,16.60726318,97.65769958
509,2015-04-22 05:00:00,0,16.35653076,98.4797821
509.5,2015-04-22 05:30:00,0,16.46218262,97.45439911
510,2015-04-22 06:00:00,0,16.56780396,96.43891144
510.5,2015-04-22 06:30:00,70,17.39211426,92.1965332
511,2015-04-22 07:00:00,167,18.21642456,88.16625214
511.5,2015-04-22 07:30:00,276,19.81530151,79.83921814
512,2015-04-22 08:00:00,288,21.41420898,72.38702393
512.5,2015-04-22 08:30:00,499,22.8366333,67.165802
513,2015-04-22 09:00:00,603,24.2590271,62.3716774
513.5,2015-04-22 09:30:00,698,25.41665039,60.26467514
514,2015-04-22 10:00:00,404,26.57427368,58.19831085
514.5,2015-04-22 10:30:00,441,27.05236206,59.16163254
515,2015-04-22 11:00:00,523,27.53045044,60.0338707
515.5,2015-04-22 11:30:00,696,27.1411377,63.45158386
516,2015-04-22 12:00:00,642,26.75182495,66.99928284
516.5,2015-04-22 12:30:00,673,26.40554199,69.6247406
517,2015-04-22 13:00:00,746,26.05922852,72.33332062
517.5,2015-04-22 13:30:00,593,25.75139771,74.54519653
518,2015-04-22 14:00:00,264,25.44356689,76.81681824
518.5,2015-04-22 14:30:00,163,25.37011108,77.97451782
519,2015-04-22 15:00:00,512,25.29665527,79.14076233
519.5,2015-04-22 15:30:00,199,25.02346191,80.98903656
520,2015-04-22 16:00:00,158,24.75029907,82.8792572
520.5,2015-04-22 16:30:00,276,24.34441528,85.82641602
521,2015-04-22 17:00:00,133,23.93853149,88.87527466
521.5,2015-04-22 17:30:00,105,23.41732178,91.5421524
522,2015-04-22 18:00:00,63,22.89614258,94.30029297
522.5,2015-04-22 18:30:00,24,22.51583252,96.06088257
523,2015-04-22 19:00:00,0,22.13552246,97.85873413
523.5,2015-04-22 19:30:00,0,21.92180786,98.79168701
524,2015-04-22 20:00:00,0,21.70806274,99.734375
524.5,2015-04-22 20:30:00,0,21.56725464,100
525,2015-04-22 21:00:00,0,21.42644653,100
525.5,2015-04-22 21:30:00,0,21.31932983,100
526,2015-04-22 22:00:00,0,21.21221313,100
526.5,2015-04-22 22:30:00,0,21.0992981,100
527,2015-04-22 23:00:00,0,20.98638306,100
527.5,2015-04-22 23:30:00,0,20.87532959,100
528,2015-04-23 00:00:00,0,20.76427612,100
528.5,2015-04-23 00:30:00,0,20.65343628,100
529,2015-04-23 01:00:00,0,20.54259644,100
529.5,2015-04-23 01:30:00,0,20.45528564,100
530,2015-04-23 02:00:00,0,20.36794434,100
530.5,2015-04-23 02:30:00,0,20.26146851,100
531,2015-04-23 03:00:00,0,20.15502319,100
531.5,2015-04-23 03:30:00,0,20.03481445,100
532,2015-04-23 04:00:00,0,19.91463623,100
532.5,2015-04-23 04:30:00,0,19.81914673,100
533,2015-04-23 05:00:00,0,19.72365723,100
533.5,2015-04-23 05:30:00,0,19.69066772,100
534,2015-04-23 06:00:00,0,19.65767822,100
534.5,2015-04-23 06:30:00,12,19.7897583,100
535,2015-04-23 07:00:00,112,19.92183838,100
535.5,2015-04-23 07:30:00,112,20.23900757,100
536,2015-04-23 08:00:00,138,20.55617676,99.92300415
536.5,2015-04-23 08:30:00,226,21.06286011,98.55094147
537,2015-04-23 09:00:00,325,21.56957397,97.18238068
537.5,2015-04-23 09:30:00,361,22.24337158,96.05010223
538,2015-04-23 10:00:00,364,22.91716919,94.87423706
538.5,2015-04-23 10:30:00,406,23.47731934,93.43875122
539,2015-04-23 11:00:00,197,24.03746948,92.00699615
